 # Coordenadas            2
                 1           0.00000000E+00   0.00000000E+00
                 2           3.33333333E-01   0.00000000E+00
                 3           6.66666667E-01   0.00000000E+00
                 4           1.00000000E+00   0.00000000E+00
                 5           1.33333333E+00   0.00000000E+00
                 6           1.66666667E+00   0.00000000E+00
                 7           2.00000000E+00   0.00000000E+00
                 8           2.33333333E+00   0.00000000E+00
                 9           2.66666667E+00   0.00000000E+00
                10           3.00000000E+00   0.00000000E+00
                11           3.33333333E+00   0.00000000E+00
                12           3.66666667E+00   0.00000000E+00
                13           4.00000000E+00   0.00000000E+00
                14           4.33333333E+00   0.00000000E+00
                15           4.66666667E+00   0.00000000E+00
                16           5.00000000E+00   0.00000000E+00
                17           5.33333333E+00   0.00000000E+00
                18           5.66666667E+00   0.00000000E+00
                19           6.00000000E+00   0.00000000E+00
                20           6.33333333E+00   0.00000000E+00
                21           6.66666667E+00   0.00000000E+00
                22           7.00000000E+00   0.00000000E+00
                23           7.33333333E+00   0.00000000E+00
                24           7.66666667E+00   0.00000000E+00
                25           8.00000000E+00   0.00000000E+00
                26           8.33333333E+00   0.00000000E+00
                27           8.66666667E+00   0.00000000E+00
                28           9.00000000E+00   0.00000000E+00
                29           9.33333333E+00   0.00000000E+00
                30           9.66666667E+00   0.00000000E+00
                31           1.00000000E+01   0.00000000E+00
                32           0.00000000E+00   1.66666667E+00
                33           3.33333333E-01   1.66666667E+00
                34           6.66666667E-01   1.66666667E+00
                35           1.00000000E+00   1.66666667E+00
                36           1.33333333E+00   1.66666667E+00
                37           1.66666667E+00   1.66666667E+00
                38           2.00000000E+00   1.66666667E+00
                39           2.33333333E+00   1.66666667E+00
                40           2.66666667E+00   1.66666667E+00
                41           3.00000000E+00   1.66666667E+00
                42           3.33333333E+00   1.66666667E+00
                43           3.66666667E+00   1.66666667E+00
                44           4.00000000E+00   1.66666667E+00
                45           4.33333333E+00   1.66666667E+00
                46           4.66666667E+00   1.66666667E+00
                47           5.00000000E+00   1.66666667E+00
                48           5.33333333E+00   1.66666667E+00
                49           5.66666667E+00   1.66666667E+00
                50           6.00000000E+00   1.66666667E+00
                51           6.33333333E+00   1.66666667E+00
                52           6.66666667E+00   1.66666667E+00
                53           7.00000000E+00   1.66666667E+00
                54           7.33333333E+00   1.66666667E+00
                55           7.66666667E+00   1.66666667E+00
                56           8.00000000E+00   1.66666667E+00
                57           8.33333333E+00   1.66666667E+00
                58           8.66666667E+00   1.66666667E+00
                59           9.00000000E+00   1.66666667E+00
                60           9.33333333E+00   1.66666667E+00
                61           9.66666667E+00   1.66666667E+00
                62           1.00000000E+01   1.66666667E+00
                63           0.00000000E+00   3.33333333E+00
                64           3.33333333E-01   3.33333333E+00
                65           6.66666667E-01   3.33333333E+00
                66           1.00000000E+00   3.33333333E+00
                67           1.33333333E+00   3.33333333E+00
                68           1.66666667E+00   3.33333333E+00
                69           2.00000000E+00   3.33333333E+00
                70           2.33333333E+00   3.33333333E+00
                71           2.66666667E+00   3.33333333E+00
                72           3.00000000E+00   3.33333333E+00
                73           3.33333333E+00   3.33333333E+00
                74           3.66666667E+00   3.33333333E+00
                75           4.00000000E+00   3.33333333E+00
                76           4.33333333E+00   3.33333333E+00
                77           4.66666667E+00   3.33333333E+00
                78           5.00000000E+00   3.33333333E+00
                79           5.33333333E+00   3.33333333E+00
                80           5.66666667E+00   3.33333333E+00
                81           6.00000000E+00   3.33333333E+00
                82           6.33333333E+00   3.33333333E+00
                83           6.66666667E+00   3.33333333E+00
                84           7.00000000E+00   3.33333333E+00
