 # Coordenadas            2
                 1           0.00000000E+00   0.00000000E+00
                 2           5.00000000E-02   0.00000000E+00
                 3           1.00000000E-01   0.00000000E+00
                 4           1.50000000E-01   0.00000000E+00
                 5           2.00000000E-01   0.00000000E+00
                 6           2.50000000E-01   0.00000000E+00
                 7           3.00000000E-01   0.00000000E+00
                 8           3.50000000E-01   0.00000000E+00
                 9           4.00000000E-01   0.00000000E+00
                10           4.50000000E-01   0.00000000E+00
                11           5.00000000E-01   0.00000000E+00
                12           5.50000000E-01   0.00000000E+00
                13           6.00000000E-01   0.00000000E+00
                14           6.50000000E-01   0.00000000E+00
                15           7.00000000E-01   0.00000000E+00
                16           7.50000000E-01   0.00000000E+00
                17           8.00000000E-01   0.00000000E+00
                18           8.50000000E-01   0.00000000E+00
                19           9.00000000E-01   0.00000000E+00
                20           9.50000000E-01   0.00000000E+00
                21           1.00000000E+00   0.00000000E+00
                22           1.05000000E+00   0.00000000E+00
                23           1.10000000E+00   0.00000000E+00
                24           1.15000000E+00   0.00000000E+00
                25           1.20000000E+00   0.00000000E+00
                26           1.25000000E+00   0.00000000E+00
                27           1.30000000E+00   0.00000000E+00
                28           1.35000000E+00   0.00000000E+00
                29           1.40000000E+00   0.00000000E+00
                30           1.45000000E+00   0.00000000E+00
                31           1.50000000E+00   0.00000000E+00
                32           1.55000000E+00   0.00000000E+00
                33           1.60000000E+00   0.00000000E+00
                34           1.65000000E+00   0.00000000E+00
                35           1.70000000E+00   0.00000000E+00
                36           1.75000000E+00   0.00000000E+00
                37           1.80000000E+00   0.00000000E+00
                38           1.85000000E+00   0.00000000E+00
                39           1.90000000E+00   0.00000000E+00
                40           1.95000000E+00   0.00000000E+00
                41           2.00000000E+00   0.00000000E+00
                42           2.05000000E+00   0.00000000E+00
                43           2.10000000E+00   0.00000000E+00
                44           2.15000000E+00   0.00000000E+00
                45           2.20000000E+00   0.00000000E+00
                46           2.25000000E+00   0.00000000E+00
                47           2.30000000E+00   0.00000000E+00
                48           2.35000000E+00   0.00000000E+00
                49           2.40000000E+00   0.00000000E+00
                50           2.45000000E+00   0.00000000E+00
                51           2.50000000E+00   0.00000000E+00
                52           2.55000000E+00   0.00000000E+00
                53           2.60000000E+00   0.00000000E+00
                54           2.65000000E+00   0.00000000E+00
                55           2.70000000E+00   0.00000000E+00
                56           2.75000000E+00   0.00000000E+00
                57           2.80000000E+00   0.00000000E+00
                58           2.85000000E+00   0.00000000E+00
                59           2.90000000E+00   0.00000000E+00
                60           2.95000000E+00   0.00000000E+00
                61           3.00000000E+00   0.00000000E+00
                62           3.05000000E+00   0.00000000E+00
                63           3.10000000E+00   0.00000000E+00
                64           3.15000000E+00   0.00000000E+00
                65           3.20000000E+00   0.00000000E+00
